SourceFile,Module,Group1,Group2,Group3,Item,Group1Key,Group2Key,Group3Key,ItemKey
003_D365FO_UI_Menu_エンジニアリング変更管理.csv,エンジニアリング変更管理,設定,エンジニアリング変更管理,,顧客の承認を受け取りました,"[""mainmenu"",""EngChgProductEngineering"",""Setup""]","[""mainmenu"",""EngChgProductEngineering"",""Setup"",""EngChgEcmSetup""]",,顧客の承認を受け取りました
003_D365FO_UI_Menu_エンジニアリング変更管理.csv,エンジニアリング変更管理,設定,エンジニアリング変更管理,,エンジニアリング変更 - 環境の健康と安全性,"[""mainmenu"",""EngChgProductEngineering"",""Setup""]","[""mainmenu"",""EngChgProductEngineering"",""Setup"",""EngChgEcmSetup""]",,エンジニアリング変更 - 環境の健康と安全性
003_D365FO_UI_Menu_エンジニアリング変更管理.csv,エンジニアリング変更管理,設定,エンジニアリング変更管理,,エンジニアリング変更の重大度,"[""mainmenu"",""EngChgProductEngineering"",""Setup""]","[""mainmenu"",""EngChgProductEngineering"",""Setup"",""EngChgEcmSetup""]",,エンジニアリング変更の重大度
003_D365FO_UI_Menu_エンジニアリング変更管理.csv,エンジニアリング変更管理,設定,エンジニアリング変更管理,,エンジニアリング変更の重大度ルール セット,"[""mainmenu"",""EngChgProductEngineering"",""Setup""]","[""mainmenu"",""EngChgProductEngineering"",""Setup"",""EngChgEcmSetup""]",,エンジニアリング変更の重大度ルール セット
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス注文,,,サービス注文,"[""mainmenu"",""ServiceManagement"",""ServiceOrders""]",,,サービス注文
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス注文,,,有効なサービス注文,"[""mainmenu"",""ServiceManagement"",""ServiceOrders""]",,,有効なサービス注文
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス注文,,,サービス注文の転記準備完了,"[""mainmenu"",""ServiceManagement"",""ServiceOrders""]",,,サービス注文の転記準備完了
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス注文,,,自分のオープンなサービス注文,"[""mainmenu"",""ServiceManagement"",""ServiceOrders""]",,,自分のオープンなサービス注文
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス契約,,,サービス契約,"[""mainmenu"",""ServiceManagement"",""ServiceAgreements""]",,,サービス契約
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス契約,,,有効なサービス契約,"[""mainmenu"",""ServiceManagement"",""ServiceAgreements""]",,,有効なサービス契約
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス契約,,,サービス テンプレート,"[""mainmenu"",""ServiceManagement"",""ServiceAgreements""]",,,サービス テンプレート
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス サブスクリプション,,,すべてのサービス サブスクリプション,"[""mainmenu"",""ServiceManagement"",""ServiceSubscriptions""]",,,すべてのサービス サブスクリプション
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,サービス サブスクリプション,,,有効なサービス サブスクリプション,"[""mainmenu"",""ServiceManagement"",""ServiceSubscriptions""]",,,有効なサービス サブスクリプション
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,照会およびレポート,,,サブスクリプション手数料トランザクションの照会,"[""mainmenu"",""ServiceManagement"",""InquiriesAndReports""]",,,サブスクリプション手数料トランザクションの照会
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,照会およびレポート,,,サービス注文利益幅レポート,"[""mainmenu"",""ServiceManagement"",""InquiriesAndReports""]",,,サービス注文利益幅レポート
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,照会およびレポート,,,作業の説明レポート,"[""mainmenu"",""ServiceManagement"",""InquiriesAndReports""]",,,作業の説明レポート
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,照会およびレポート,,,作業受入レポート,"[""mainmenu"",""ServiceManagement"",""InquiriesAndReports""]",,,作業受入レポート
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,照会およびレポート,,,トランザクション - サブスクリプション レポート,"[""mainmenu"",""ServiceManagement"",""InquiriesAndReports""]",,,トランザクション - サブスクリプション レポート
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,,,派遣表,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]",,,派遣表
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス注文,,サービス注文の作成,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceOrdersPeriodic""]",,サービス注文の作成
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス注文,,サービス注文の転記,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceOrdersPeriodic""]",,サービス注文の転記
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス注文,,サービス注文のキャンセル,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceOrdersPeriodic""]",,サービス注文のキャンセル
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス注文,,サービス注文の削除,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceOrdersPeriodic""]",,サービス注文の削除
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス サブスクリプション,,サブスクリプション手数料の作成,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceSubscriptionsPeriodic""]",,サブスクリプション手数料の作成
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス サブスクリプション,,サブスクリプションの指数化,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceSubscriptionsPeriodic""]",,サブスクリプションの指数化
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,定期処理タスクの実行,サービス サブスクリプション,,未収のサブスクリプション収益,"[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks""]","[""mainmenu"",""ServiceManagement"",""PerformPeriodicTasks"",""ServiceSubscriptionsPeriodic""]",,未収のサブスクリプション収益
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,,,サービス管理パラメーター,"[""mainmenu"",""ServiceManagement"",""Setup""]",,,サービス管理パラメーター
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,,,サブスクリプション パラメーター,"[""mainmenu"",""ServiceManagement"",""Setup""]",,,サブスクリプション パラメーター
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,,,サービス作業,"[""mainmenu"",""ServiceManagement"",""Setup""]",,,サービス作業
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,,,出荷チーム,"[""mainmenu"",""ServiceManagement"",""Setup""]",,,出荷チーム
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス対象,,サービス対象グループ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceObjects""]",,サービス対象グループ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス対象,,サービス対象,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceObjects""]",,サービス対象
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス対象,,テンプレート BOM,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceObjects""]",,テンプレート BOM
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス契約,,サービス期間,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceAgreements_1""]",,サービス期間
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス契約,,時間枠,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceAgreements_1""]",,時間枠
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス契約,,サービス契約グループ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceAgreements_1""]",,サービス契約グループ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス契約,,サービス テンプレート グループ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceAgreements_1""]",,サービス テンプレート グループ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス契約,,サービス レベル アグリーメント,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceAgreements_1""]",,サービス レベル アグリーメント
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス注文,,ステージ理由コード,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceOrders_2""]",,ステージ理由コード
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス注文,,サービス ステージ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceOrders_2""]",,サービス ステージ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,修理,,条件,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""Repair""]",,条件
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,修理,,現象の範囲,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""Repair""]",,現象の範囲
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,修理,,診断の範囲,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""Repair""]",,診断の範囲
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,修理,,解決策,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""Repair""]",,解決策
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,修理,,修復ステージ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""Repair""]",,修復ステージ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス サブスクリプション,,サブスクリプション グループ,"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceSubscriptions_3""]",,サブスクリプション グループ
004_D365FO_UI_Menu_サービス管理.csv,サービス管理,設定,サービス サブスクリプション,,販売価格 (サブスクリプション),"[""mainmenu"",""ServiceManagement"",""Setup""]","[""mainmenu"",""ServiceManagement"",""Setup"",""ServiceSubscriptions_3""]",,販売価格 (サブスクリプション)
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークスペース,,,システム管理,"[""mainmenu"",""SystemAdministration"",""Workspaces""]",,,システム管理
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークスペース,,,データ管理,"[""mainmenu"",""SystemAdministration"",""Workspaces""]",,,データ管理
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークスペース,,,機能管理,"[""mainmenu"",""SystemAdministration"",""Workspaces""]",,,機能管理
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークスペース,,,最適化アドバイザー,"[""mainmenu"",""SystemAdministration"",""Workspaces""]",,,最適化アドバイザー
005_D365FO_UI_Menu_システム管理.csv,システム管理,ユーザー,,,ユーザー,"[""mainmenu"",""SystemAdministration"",""Users""]",,,ユーザー
005_D365FO_UI_Menu_システム管理.csv,システム管理,ユーザー,,,オンライン ユーザー,"[""mainmenu"",""SystemAdministration"",""Users""]",,,オンライン ユーザー
005_D365FO_UI_Menu_システム管理.csv,システム管理,ユーザー,,,ユーザー グループ,"[""mainmenu"",""SystemAdministration"",""Users""]",,,ユーザー グループ
005_D365FO_UI_Menu_システム管理.csv,システム管理,ユーザー,,,無効なユーザー,"[""mainmenu"",""SystemAdministration"",""Users""]",,,無効なユーザー
005_D365FO_UI_Menu_システム管理.csv,システム管理,ユーザー,,,ユーザー要求,"[""mainmenu"",""SystemAdministration"",""Users""]",,,ユーザー要求
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,,,ユーザーをロールに割り当てる,"[""mainmenu"",""SystemAdministration"",""Security""]",,,ユーザーをロールに割り当てる
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,,,セキュリティのコンフィギュレーション,"[""mainmenu"",""SystemAdministration"",""Security""]",,,セキュリティのコンフィギュレーション
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,,,タスク記録のセキュリティ診断,"[""mainmenu"",""SystemAdministration"",""Security""]",,,タスク記録のセキュリティ診断
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,,,外部ロール,"[""mainmenu"",""SystemAdministration"",""Security""]",,,外部ロール
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,,,休止ユーザー セキュリティ アカウント,"[""mainmenu"",""SystemAdministration"",""Security""]",,,休止ユーザー セキュリティ アカウント
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,職務分掌,,職務分掌ルール,"[""mainmenu"",""SystemAdministration"",""Security""]","[""mainmenu"",""SystemAdministration"",""Security"",""SegregationOfDuties""]",,職務分掌ルール
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,職務分掌,,職務分掌の競合,"[""mainmenu"",""SystemAdministration"",""Security""]","[""mainmenu"",""SystemAdministration"",""Security"",""SegregationOfDuties""]",,職務分掌の競合
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,職務分掌,,職務分掌による未解決の競合,"[""mainmenu"",""SystemAdministration"",""Security""]","[""mainmenu"",""SystemAdministration"",""Security"",""SegregationOfDuties""]",,職務分掌による未解決の競合
005_D365FO_UI_Menu_システム管理.csv,システム管理,セキュリティ,職務分掌,,ユーザー ロール割り当ての遵守を確認,"[""mainmenu"",""SystemAdministration"",""Security""]","[""mainmenu"",""SystemAdministration"",""Security"",""SegregationOfDuties""]",,ユーザー ロール割り当ての遵守を確認
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークフロー,,,ワークフロー パラメーター,"[""mainmenu"",""SystemAdministration"",""Workflow""]",,,ワークフロー パラメーター
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークフロー,,,ワークフロー インフラストラクチャ コンフィギュレーション,"[""mainmenu"",""SystemAdministration"",""Workflow""]",,,ワークフロー インフラストラクチャ コンフィギュレーション
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークフロー,,,ユーザー ワークフロー,"[""mainmenu"",""SystemAdministration"",""Workflow""]",,,ユーザー ワークフロー
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークフロー,,,ユーザー ワークフロー パラメーター,"[""mainmenu"",""SystemAdministration"",""Workflow""]",,,ユーザー ワークフロー パラメーター
005_D365FO_UI_Menu_システム管理.csv,システム管理,ワークフロー,,,すべてのワークフロー構成,"[""mainmenu"",""SystemAdministration"",""Workflow""]",,,すべてのワークフロー構成
005_D365FO_UI_Menu_システム管理.csv,システム管理,照会,,,削除済み添付ファイル,"[""mainmenu"",""SystemAdministration"",""Inquiries""]",,,削除済み添付ファイル
005_D365FO_UI_Menu_システム管理.csv,システム管理,照会,,,ドキュメント履歴,"[""mainmenu"",""SystemAdministration"",""Inquiries""]",,,ドキュメント履歴
005_D365FO_UI_Menu_システム管理.csv,システム管理,照会,データベース,,データベース情報,"[""mainmenu"",""SystemAdministration"",""Inquiries""]","[""mainmenu"",""SystemAdministration"",""Inquiries"",""DatabaseInquiries""]",,データベース情報
005_D365FO_UI_Menu_システム管理.csv,システム管理,照会,データベース,,データベース ログ,"[""mainmenu"",""SystemAdministration"",""Inquiries""]","[""mainmenu"",""SystemAdministration"",""Inquiries"",""DatabaseInquiries""]",,データベース ログ
005_D365FO_UI_Menu_システム管理.csv,システム管理,照会,データベース,,SQL インデックスの断片化の詳細,"[""mainmenu"",""SystemAdministration"",""Inquiries""]","[""mainmenu"",""SystemAdministration"",""Inquiries"",""DatabaseInquiries""]",,SQL インデックスの断片化の詳細
